G_S,order,Family,Genus,species,CI,Loght,ANG_GYM,native,Functional_group,LogGeoRangeST,LogGeoRangeCO,LogPSR
Abies_amabilis,Pinales                         ,Pinaceae                        ,Abies           ,amabilis                                        ,2.356025857,1.660106221,gymno   ,1,G-TREE  ,6.189093512,5.542572371,1.69019608
Abies_balsamea,Pinales                         ,Pinaceae                        ,Abies           ,balsamea                                        ,2.919601024,1.262166212,gymno   ,1,G-TREE  ,6.014385315,5.840529282,2.041392685
Abies_concolor,Pinales                         ,Pinaceae                        ,Abies           ,concolor                                        ,2.290034611,1.688134945,gymno   ,1,G-TREE  ,6.408778157,6.099305171,2.274157849
Abies_fraseri,Pinales                         ,Pinaceae                        ,Abies           ,fraseri                                         ,2.257678575,1.182984966,gymno   ,1,G-TREE  ,5.681136994,4.155323384,1.681241237
Abies_grandis,Pinales                         ,Pinaceae                        ,Abies           ,grandis                                         ,2.582063363,1.785044958,gymno   ,1,G-TREE  ,6.146120094,5.674056398,2.298853076
Abies_lasiocarpa,Pinales                         ,Pinaceae                        ,Abies           ,lasiocarpa                                      ,2.57863921,1.484014962,gymno   ,1,G-TREE  ,6.572551767,6.158777072,1.643452676
Abies_procera,Pinales                         ,Pinaceae                        ,Abies           ,procera                                         ,1.819543936,1.660106221,gymno   ,1,G-TREE  ,5.911428492,5.224520238,1.591064607
Abutilon_berlandieri,Mavales                         ,Malvaceae                       ,Abutilon        ,berlandieri                                     ,0,0.182984966,angio   ,1,shrub   ,5.826398653,4.798460587,0.301029996
Acalypha_virginica,Euphorbiales                    ,Euphorbiaceae                   ,Acalypha        ,virginica                                       ,0.602059991,-0.038863783,angio   ,1,HERB    ,6.590216393,6.130947648,0.84509804
Acer_barbatum,Sapindales                      ,Sapindaceae                     ,Acer            ,barbatum                                        ,0.954242509,1.262166212,angio   ,1,A-TREE  ,6.31271477,5.70302399,0.77815125
Acer_circinatum,Sapindales                      ,Sapindaceae                     ,Acer            ,circinatum                                      ,1.380211242,0.881954971,angio   ,1,A-TREE  ,6.189093512,5.629910304,1.556302501
Acer_glabrum,Sapindales                      ,Sapindaceae                     ,Acer            ,glabrum                                         ,0.698970004,0.961136217,angio   ,1,A-TREE  ,6.615776857,6.362362403,0.84509804
Acer_macrophyllum,Sapindales                      ,Sapindaceae                     ,Acer            ,macrophyllum                                    ,1.662757832,1.329113002,angio   ,1,A-TREE  ,5.911428492,5.710502861,1.934498451
Acer_negundo,Sapindales                      ,Sapindaceae                     ,Acer            ,negundo                                         ,2.238046103,1.262166212,angio   ,1,A-TREE  ,6.879455524,6.658286877,2.158362492
Acer_pensylvanicum,Sapindales                      ,Sapindaceae                     ,Acer            ,pensylvanicum                                  ,1.72427587,0.961136217,angio   ,1,A-TREE  ,6.245248532,5.802996682,1.380211242
Acer_rubrum,Sapindales                      ,Sapindaceae                     ,Acer            ,rubrum                                          ,2.888179494,1.438257471,angio   ,1,A-TREE  ,6.578857483,6.404366958,2.346352974
Acer_saccharinum,Sapindales                      ,Sapindaceae                     ,Acer            ,saccharinum                                     ,2.100370545,1.387104949,angio   ,1,A-TREE  ,6.590909068,6.311678143,2.056904851
Acer_spicatum,Sapindales                      ,Sapindaceae                     ,Acer            ,spicatum                                        ,1.278753601,0.881954971,angio   ,1,A-TREE  ,6.291103619,5.991411407,1.505149978
Achillea_millefolium,Asterales                       ,Asteraceae                      ,Achillea        ,millefolium                                     ,2.610660163,-0.038863783,angio   ,1,HERB    ,6.955996831,6.773244427,1.361727836
Achillea_sibirica,Asterales                       ,Asteraceae                      ,Achillea        ,sibirica                                        ,0.698970004,-0.214955042,angio   ,1,HERB    ,6.171183905,5.870586276,0.301029996
Actaea_pachypoda,Ranunculales                    ,Ranunculaceae                   ,Actaea          ,pachypoda                                       ,1.079181246,-0.038863783,angio   ,1,HERB    ,6.547489183,6.160028741,0.602059991
Actaea_racemosa,Ranunculales                    ,Ranunculaceae                   ,Actaea          ,racemosa                                        ,2.025305865,-0.214955042,angio   ,1,HERB    ,6.362416364,5.855630403,1
Aesculus_californica,Sapindales                      ,Sapindaceae                     ,Aesculus        ,californica                                     ,1.113943352,0.881954971,angio   ,1,A-TREE  ,5.601289413,5.399649334,1.477121255
Aesculus_flava,Sapindales                      ,Sapindaceae                     ,Aesculus        ,flava                                           ,1.176091259,1.296928319,angio   ,1,A-TREE  ,6.168235472,5.411047866,1.146128036
Aesculus_glabra,Sapindales                      ,Sapindaceae                     ,Aesculus        ,glabra                                          ,1.447158031,1.329113002,angio   ,1,A-TREE  ,6.581005432,5.923834698,1.176091259
Aesculus_pavia,Sapindales                      ,Sapindaceae                     ,Aesculus        ,pavia                                           ,1.255272505,0.881954971,angio   ,1,A-TREE  ,6.401133988,5.889576386,1.113943352
Agastache_nepetoides,Lamiales                        ,Lamiaceae                       ,Agastache       ,nepetoides                                      ,0.477121255,0.182984966,angio   ,1,HERB    ,6.527568786,5.923284662,0.698970004
Agastache_scrophulariifolia,Lamiales                        ,Lamiaceae                       ,Agastache       ,scrophulariifolia                                ,0.301029996,0.182984966,angio   ,1,HERB    ,6.452407983,5.702730144,0.903089987
Ageratina_altissima,Asterales                       ,Asteraceae                      ,Ageratina       ,altissima                                       ,0.903089987,0.086074953,angio   ,1,HERB    ,6.714224468,6.34622765,1.361727836
Ageratina_aromatica,Asterales                       ,Asteraceae                      ,Ageratina       ,aromatica                                       ,0,-0.038863783,angio   ,1,HERB    ,6.216103645,5.727258122,0.301029996
Alnus_incana,Fagales                         ,Betulaceae                      ,Alnus           ,incana                                          ,2.608526034,1.397828814,angio   ,1,A-TREE  ,6.728648434,6.606377113,1.838849091
Alnus_oblongifolia,Fagales                         ,Betulaceae                      ,Alnus           ,oblongifolia                                    ,0.698970004,1.413433888,angio   ,1,A-TREE  ,5.779309705,5.553561069,1.740362689
Alnus_rhombifolia,Fagales                         ,Betulaceae                      ,Alnus           ,rhombifolia                                     ,1.176091259,1.359076225,angio   ,1,A-TREE  ,6.225587813,5.79513073,1.176091259
Alnus_rubra,Fagales                         ,Betulaceae                      ,Alnus           ,rubra                                           ,2.539076099,1.443056354,angio   ,1,A-TREE  ,6.244877986,5.68680702,2.187520721
Alnus_serrulata,Fagales                         ,Betulaceae                      ,Alnus           ,serrulata                                       ,1.278753601,0.98916494,angio   ,1,A-TREE  ,6.504288529,6.13455691,1.041392685
Alternanthera_flavescens,Caryophyllidae                  ,Amaranthaceae                   ,Alternanthera   ,flavescens                                      ,0,0.182984966,angio   ,1,HERB    ,5.140609534,4.643933909,0.301029996
Alternanthera_philoxeroides,Caryophyllidae                  ,Amaranthaceae                   ,Alternanthera   ,philoxeroides                                   ,2.152288344,0.301029996,angio   ,0,HERB    ,6.373200216,5.683963612,0.698970004
Ambrosia_ambrosioides,Asterales                       ,Asteraceae                      ,Ambrosia        ,ambrosioides                                     ,0.698970004,0.086074953,angio   ,1,shrub   ,5.838984016,5.225315156,0.477121255
Ambrosia_artemisiifolia,Asterales                       ,Asteraceae                      ,Ambrosia        ,artemisiifolia                                  ,2.625312451,0.086074953,angio   ,1,HERB    ,6.879455524,6.61472158,1.681241237
Ambrosia_deltoidea,Asterales                       ,Asteraceae                      ,Ambrosia        ,deltoidea                                       ,1.079181246,-0.214955042,angio   ,1,shrub   ,5.463778804,4.946076219,0.301029996
Ambrosia_dumosa,Asterales                       ,Asteraceae                      ,Ambrosia        ,dumosa                                          ,1.77815125,-0.214955042,angio   ,1,shrub   ,6.072495401,5.650516294,0.301029996
Ambrosia_psilostachya,Asterales                       ,Asteraceae                      ,Ambrosia        ,psilostachya                                    ,1.591064607,-0.038863783,angio   ,1,HERB    ,6.843634044,6.468076063,1.342422681
Ambrosia_trifida,Asterales                       ,Asteraceae                      ,Ambrosia        ,trifida                                         ,2.086359831,0.484014962,angio   ,1,HERB    ,6.863035298,6.493030672,1.832508913
Amelanchier_canadensis,Rosales                         ,Rosaceae                        ,Amelanchier     ,canadensis                                      ,1.079181246,0.785044958,angio   ,1,shrub   ,6.110973706,5.619900237,1.255272505
Amelanchier_laevis,Rosales                         ,Rosaceae                        ,Amelanchier     ,laevis                                          ,1.146128036,1.086074953,angio   ,1,A-TREE  ,6.353380482,5.927699312,0.954242509
Amorpha_californica,Fabales                         ,Fabaceae                        ,Amorpha         ,californica                                     ,0.301029996,0.438257471,angio   ,1,shrub   ,6.000387825,5.566499802,0.301029996
Amorpha_canescens,Fabales                         ,Fabaceae                        ,Amorpha         ,canescens                                       ,1.176091259,0.086074953,angio   ,1,shrub   ,6.601639249,6.148925744,1.079181246
Amorpha_fruticosa,Fabales                         ,Fabaceae                        ,Amorpha         ,fruticosa                                       ,1.934498451,0.739287467,angio   ,1,shrub   ,6.840265788,6.462121282,1.505149978
Anemone_canadensis,Ranunculales                    ,Ranunculaceae                   ,Anemone         ,canadensis                                      ,1,-0.038863783,angio   ,1,HERB    ,6.595171736,6.209815551,1.146128036
Anemone_caroliniana,Ranunculales                    ,Ranunculaceae                   ,Anemone         ,caroliniana                                     ,0,-0.515985038,angio   ,1,HERB    ,6.517694311,5.806267329,0.77815125
Apios_americana,Fabales                         ,Fabaceae                        ,Apios           ,americana                                       ,1.62324929,-0.038863783,angio   ,1,HERB    ,6.684365237,6.313060635,1.204119983
Arceuthobium_americanum,Santales                        ,Santalaceae                     ,Arceuthobium    ,americanum                                      ,1.681241237,-0.515985038,angio   ,1,shrub   ,6.381217169,5.789879581,1.255272505
Arceuthobium_campylopodum,Santales                        ,Santalaceae                     ,Arceuthobium    ,campylopodum                                    ,1.278753601,-0.515985038,angio   ,1,shrub   ,6.225587813,5.852811898,0.954242509
Arceuthobium_tsugense,Santales                        ,Santalaceae                     ,Arceuthobium    ,tsugense                                        ,1.361727836,-0.515985038,angio   ,1,shrub   ,6.242481945,5.485274539,1.462397998
Aristolochia_macrophylla,Aristolochiales                 ,Aristolochiaceae                ,Aristolochia    ,macrophylla                                    ,1.176091259,1.262166212,angio   ,1,shrub   ,6.122764873,5.277694389,0.954242509
Aristolochia_serpentaria,Aristolochiales                 ,Aristolochiaceae                ,Aristolochia    ,serpentaria                                      ,0.77815125,-0.214955042,angio   ,1,HERB    ,6.544116162,6.016896604,0.477121255
Artemisia_frigida,Asterales                       ,Asteraceae                      ,Artemisia       ,frigida                                         ,1.919078092,-0.515985038,angio   ,1,shrub   ,6.760650353,6.296183687,1.041392685
Artemisia_ludoviciana,Asterales                       ,Asteraceae                      ,Artemisia       ,ludoviciana                                     ,1.62324929,-0.038863783,angio   ,1,HERB    ,6.860713823,6.649281639,1.414973348
Artemisia_nesiotica,Asterales                       ,Asteraceae                      ,Artemisia       ,nesiotica                                       ,0,-0.214955042,angio   ,1,shrub   ,5.601289413,4.481393794,0.77815125
Artemisia_rigida,Asterales                       ,Asteraceae                      ,Artemisia       ,rigida                                          ,0.477121255,-0.214955042,angio   ,1,shrub   ,6.000296739,5.394853638,0.477121255
Artemisia_tridentata,Asterales                       ,Asteraceae                      ,Artemisia       ,tridentata                                      ,2.814247596,0.438257471,angio   ,1,shrub   ,6.478157691,6.354525776,1.602059991
Asarum_canadense,Aristolochiales                 ,Aristolochiaceae                ,Asarum          ,canadense                                       ,1.544068044,-0.515985038,angio   ,1,HERB    ,6.551884502,6.251594553,0.698970004
Asarum_caudatum,Aristolochiales                 ,Aristolochiaceae                ,Asarum          ,caudatum                                        ,0.77815125,-0.515985038,angio   ,1,HERB    ,6.146120094,5.539905601,0.698970004
Asclepias_angustifolia,Gentianales                     ,Asclepiadaceae                  ,Asclepias       ,angustifolia                                    ,0.602059991,-0.038863783,angio   ,1,HERB    ,5.463778804,4.634600094,0.698970004
Asclepias_syriaca,Gentianales                     ,Asclepiadaceae                  ,Asclepias       ,syriaca                                         ,2.416640507,0.329113002,angio   ,1,HERB    ,6.714957641,6.337589289,1.531478917
Asclepias_tuberosa,Gentianales                     ,Asclepiadaceae                  ,Asclepias       ,tuberosa                                        ,1.633468456,-0.214955042,angio   ,1,HERB    ,6.768584163,6.480216798,1.113943352
Asclepias_verticillata,Gentianales                     ,Asclepiadaceae                  ,Asclepias       ,verticillata                                    ,1,-0.038863783,angio   ,1,HERB    ,6.755053186,6.348364841,0.301029996
Asimina_parviflora,Magnoliales                     ,Annonaceae                      ,Asimina         ,parviflora                                      ,0.602059991,0.387104949,angio   ,1,shrub   ,6.244286697,5.700145535,0.301029996
Asimina_triloba,Magnoliales                     ,Annonaceae                      ,Asimina         ,triloba                                         ,2.281033367,1.028083006,angio   ,1,A-TREE  ,6.493865859,6.180687825,1.568201724
Atriplex_canescens,Caryophllales                   ,Amaranthaceae                   ,Atriplex        ,canescens                                       ,2.278753601,0.086074953,angio   ,1,shrub   ,6.665645164,6.316058731,0.602059991
Atriplex_nuttallii,Caryophllales                   ,Amaranthaceae                   ,Atriplex        ,nuttallii                                       ,0.301029996,-0.214955042,angio   ,1,shrub   ,5.691482344,5.042990588,0.301029996
Baccharis_emoryi,Asterales                       ,Asteraceae                      ,Baccharis       ,emoryi                                          ,0,0.484014962,angio   ,1,shrub   ,6.335025738,5.748328348,0.698970004
Baccharis_glomeruliflora,Asterales                       ,Asteraceae                      ,Baccharis       ,glomeruliflora                                  ,0,0.438257471,angio   ,1,shrub   ,5.560610855,5.157375509,0.301029996
Baccharis_pilularis,Asterales                       ,Asteraceae                      ,Baccharis       ,pilularis                                       ,1.414973348,0.563196208,angio   ,1,shrub   ,5.980338672,5.412674415,1.380211242
Berberis_canadensis,Ranunculales                    ,Berberidaceae                   ,Berberis        ,canadensis                                      ,1.176091259,0.329113002,angio   ,1,shrub   ,5.422394971,5.024136298,0.602059991
Berberis_fendleri,Ranunculales                    ,Berberidaceae                   ,Berberis        ,fendleri                                        ,0.477121255,0.262166212,angio   ,1,shrub   ,5.89574174,5.143982763,0.698970004
Betula_alleghaniensis,Fagales                         ,Betulaceae                      ,Betula          ,alleghaniensis         ,2.494154594,1.484014962,angio   ,1,A-TREE  ,6.32962467,6.010511368,1.672097858
Betula_lenta,Fagales                         ,Betulaceae                      ,Betula          ,lenta                                           ,1.892094603,1.387104949,angio   ,1,A-TREE  ,6.182030809,5.732160932,1.72427587
Betula_nana,Fagales                         ,Betulaceae                      ,Betula          ,nana                                            ,2.243038049,-0.038863783,angio   ,1,shrub   ,6.401845034,5.531030896,0.602059991
Betula_nigra,Fagales                         ,Betulaceae                      ,Betula          ,nigra                                           ,2.041392685,1.387104949,angio   ,1,A-TREE  ,6.593250901,6.141898673,1.763427994
Betula_occidentalis,Fagales                         ,Betulaceae                      ,Betula          ,occidentalis                                    ,2.170261715,1.182984966,angio   ,1,A-TREE  ,6.633970926,6.388757382,1.698970004
Betula_papyrifera,Fagales                         ,Betulaceae                      ,Betula          ,papyrifera                                      ,2.772321707,1.329113002,angio   ,1,A-TREE  ,6.664799449,6.438437126,2.146128036
Betula_pumila,Fagales                         ,Betulaceae                      ,Betula          ,pumila                                          ,1.491361694,0.785044958,angio   ,1,shrub   ,6.534883968,5.880671131,1.86332286
Bidens_aristosa,Asterales                       ,Asteraceae                      ,Bidens          ,aristosa                                        ,0.602059991,0.086074953,angio   ,1,HERB    ,6.633652123,6.066073357,0.301029996
Bidens_bipinnata,Asterales                       ,Asteraceae                      ,Bidens          ,bipinnata                                       ,1.146128036,0.086074953,angio   ,1,HERB    ,6.621782157,6.162005097,1.204119983
Brickellia_amplexicaulis,Asterales                       ,Asteraceae                      ,Brickellia      ,amplexicaulis                                   ,0,0.262166212,angio   ,1,HERB    ,5.779309705,4.919936318,0.301029996
Brickellia_californica,Asterales                       ,Asteraceae                      ,Brickellia      ,californica                                     ,0.602059991,0.262166212,angio   ,1,shrub   ,6.427187908,6.144856335,0.84509804
Brunnichia_ovata,Polygonales                     ,Polygonaceae                    ,Brunnichia      ,ovata                                           ,1.230448921,1.117483418,angio   ,1,HERB    ,6.367742141,5.745386917,0.477121255
Caltha_leptosepala,Ranunculales                    ,Ranunculaceae                   ,Caltha          ,leptosepala                                     ,1.079181246,-0.515985038,angio   ,1,HERB    ,6.572551802,6.054615269,0.698970004
Caltha_palustris,Ranunculales                    ,Ranunculaceae                   ,Caltha          ,palustris                                       ,1.716003344,-0.214955042,angio   ,1,HERB    ,6.631194059,6.486312544,1.176091259
Calycanthus_floridus,Laurales                        ,Calycanthaceae                  ,Calycanthus     ,floridus                                        ,1.079181246,0.563196208,angio   ,1,shrub   ,6.040796464,5.578150937,1.041392685
Calycanthus_occidentalis,Laurales                        ,Calycanthaceae                  ,Calycanthus     ,occidentalis                                    ,0.602059991,0.597958314,angio   ,1,shrub   ,5.755677321,5.160827498,0.477121255
Calystegia_purpurata,SOLANALES                       ,Convolvulaceae                  ,Calystegia      ,purpurata                                       ,0,0.826437643,angio   ,1,HERB    ,5.601289413,4.950375415,0.301029996
Calystegia_sepium,SOLANALES                       ,Convolvulaceae                  ,Calystegia      ,sepium                                          ,1.897627091,0.563196208,angio   ,1,HERB    ,6.982586706,6.483467561,1.041392685
Campanula_divaricata,Asterales                       ,Campanulaceae                   ,Campanula       ,divaricata                                      ,0.301029996,-0.214955042,angio   ,1,HERB    ,5.95027823,5.326945447,0.301029996
Campanulastrum_americanum,Asterales                       ,Campanulaceae                   ,Campanulastrum  ,americanum                                  ,1.832508913,0.262166212,angio   ,1,HERB    ,6.553104226,6.131437981,1
Cardamine_bellidifolia,Capparales                      ,Brassicaceae                    ,Cardamine       ,bellidifolia                                    ,0.602059991,-0.920818754,angio   ,1,HERB    ,6.217030726,6.227154238,1.079181246
Cardamine_parviflora,Capparales                      ,Brassicaceae                    ,Cardamine       ,parviflora                                     ,1.079181246,-0.515985038,angio   ,1,HERB    ,6.672883801,6.074967011,0.477121255
Carpinus_caroliniana,Fagales                         ,Betulaceae                      ,Carpinus        ,caroliniana                                     ,1.62324929,1.086074953,angio   ,1,A-TREE  ,6.578857448,6.322020053,2.152288344
Carya_aquatica,Juglandales                     ,Juglandaceae                    ,Carya           ,aquatica                                        ,1.079181246,1.484014962,angio   ,1,A-TREE  ,6.416687262,5.748575316,1.230448921
Carya_cordiformis,Juglandales                     ,Juglandaceae                    ,Carya           ,cordiformis                                     ,1.176091259,1.387104949,angio   ,1,A-TREE  ,6.623061035,6.269277167,1.361727836
Carya_glabra,Juglandales                     ,Juglandaceae                    ,Carya           ,glabra                                          ,1.397940009,1.387104949,angio   ,1,A-TREE  ,6.536110585,6.114952416,1.462397998
Carya_illinoinensis,Juglandales                     ,Juglandaceae                    ,Carya           ,illinoinensis                                     ,2.414973348,1.484014962,angio   ,1,A-TREE  ,6.442154036,5.902384524,2.399673721
Carya_ovata,Juglandales                     ,Juglandaceae                    ,Carya           ,ovata                                           ,1.556302501,1.484014962,angio   ,1,A-TREE  ,6.627014612,6.224933587,1.643452676
Castanea_dentata,Fagales                         ,Fagaceae                        ,Castanea        ,dentata                                         ,2.10720997,1.484014962,angio   ,1,A-TREE  ,6.416383465,5.95486914,2.008600172
Catalpa_bignonioides,Scrophulariales                 ,Bignoniaceae                    ,Catalpa         ,bignonioides                                     ,1.447158031,1.224377652,angio   ,1,A-TREE  ,6.642556256,5.882977683,1.431363764
Catalpa_speciosa,Scrophulariales                 ,Bignoniaceae                    ,Catalpa         ,speciosa                                        ,1.77815125,1.329113002,angio   ,1,A-TREE  ,6.662688698,5.927401173,1.361727836
Caulophyllum_thalictroides,Ranunculales                    ,Berberidaceae                   ,Caulophyllum    ,thalictroides                                   ,1.462397998,-0.038863783,angio   ,1,HERB    ,6.546409665,6.194792634,1.176091259
Ceanothus_americanus,Rosales                         ,Rhamnaceae                      ,Ceanothus       ,americanus                                      ,1.278753601,-0.038863783,angio   ,1,shrub   ,6.602208951,6.358509578,1.176091259
Ceanothus_arboreus,Rosales                         ,Rhamnaceae                      ,Ceanothus       ,arboreus                                        ,0,0.881954971,angio   ,1,A-TREE  ,5.601289413,4.636087571,0.698970004
Ceanothus_cuneatus,Rosales                         ,Rhamnaceae                      ,Ceanothus       ,cuneatus                                        ,1.204119983,0.484014962,angio   ,1,shrub   ,5.80959917,5.644006322,0.84509804
Ceanothus_dentatus,Rosales                         ,Rhamnaceae                      ,Ceanothus       ,dentatus                                        ,0.301029996,0.182984966,angio   ,1,shrub   ,5.601289413,4.664247874,0.477121255
Ceanothus_velutinus,Rosales                         ,Rhamnaceae                      ,Ceanothus       ,velutinus                                       ,1.462397998,0.484014962,angio   ,1,shrub   ,6.43396886,6.105260569,1.447158031
Celtis_laevigata,Urticales                       ,Ulmaceae                        ,Celtis          ,laevigata                                       ,1.672097858,1.387104949,angio   ,1,A-TREE  ,6.738726387,6.429953314,1.662757832
Celtis_occidentalis,Urticales                       ,Ulmaceae                        ,Celtis          ,occidentalis                                    ,1.633468456,1.438257471,angio   ,1,A-TREE  ,6.733496328,6.313236648,1.591064607
